earn1,earn2,earn3,earn4,earn5,earn6,aid1,aid2,aid3,aid4,aid5,aid6,xsexf,xhsdip,xchld05,single,grd1720,grade16,grd1315,grade12,grde911,white,hisp,black,age,paid1,paid2,paid3,paid4,tcpp1,tcpp2,tcpp3,tcpp4,tcpp5,tcpp6,tcpp7,tcpp8,tcpp9,tcpp10,tcprn1,tcprn2,tcprn3,tcprn4,tcprn5,tcprn6,tcprn7,tcprn8,tcprn9,tcprn10
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,25,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,931.61480712890625
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,54,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,323.3999938964844,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168.3286590576172,24.995113372802734,0,3503.302734375,4175.69970703125,4661.81689453125,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,34,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2491.41748046875,3138.48681640625,2831.916015625,3471.088134765625,4085.199951171875,2666.034423828125,1014.9393310546875,6398.81982421875,5441.15380859375,6439.96875
0,101.64983367919922,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,29,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,303.62652587890625,0,0,0,0,4339.68115234375
0,2724.747314453125,3268.92919921875,3166.945068359375,3478.211181640625,3316.228515625,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,26,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2334.177001953125,2654.11767578125,5972.39990234375,4197.58642578125,0,0,0,0,0,2739.667236328125
0,0,0,0,0,1085.2161865234375,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,32,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1928.0548095703125,5593,5401.2001953125,5367.521484375,5537.9765625,5399.45361328125,5925.49072265625,6011.03076171875,7730.30810546875,5671.2763671875
3155.24462890625,4060.8896484375,4507.04296875,5054.6826171875,5349.37451171875,6046.1123046875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,3960.98681640625,5317.8759765625,6304.91162109375,5786.2001953125,5627.03466796875,5941.38623046875,5871.09716796875,1931.5296630859375,3175.02685546875
207.93539428710938,1089.8157958984375,723.4530029296875,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,58.79883575439453,0,0,0,0,714.65472412109375,0,0
875.62432861328125,3845.53955078125,4595.728515625,5047.7587890625,5632.83984375,6444.0712890625,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,36,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1481.88232421875,4083.800048828125,0,0,0,0,0,0,0
427.11907958984375,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,33,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1731.369140625,0,0,0,0,0,0,376.739501953125,770.86651611328125,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,29,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1935.711181640625,560.2122802734375,0,0,0,0,0,0
557.90521240234375,2045.4276123046875,1020.484619140625,3646.17041015625,3882.931640625,13982.5,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1452.8529052734375,3824.800048828125,1364.215576171875,987.85528564453125,3338.889892578125,4539.3857421875,7237.41064453125,6822.8759765625,4096.7548828125,3022.630859375
1731.3111572265625,3648.9375,4667.16259765625,4973.52392578125,5625.61279296875,4670.54052734375,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,46,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,784.01214599609375,1010.8697509765625,932.3121337890625,837.24017333984375,0,0,0
2486.182373046875,3102.831787109375,3718.052978515625,4463.4375,1852.216552734375,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,31,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,50.59434509277344,1034,966,499.17242431640625,2015.6239013671875,802.368896484375,813.04595947265625,131.18727111816406,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,29,1,1,1,1,1,1,1,1,1,1,0,1,1,0,217.0294189453125,120.4000015258789,143.22845458984375,373.474853515625,51.76573181152344,136.71971130371094,0,250.32608032226562,82.47493743896484,0
0,0,0,2526.949951171875,2667.54736328125,2888.732177734375,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,30,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,610.10400390625,0,0,0,0,0
0,0,0,0,0,5997.49951171875,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,39,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,173.93370056152344,5855.84228515625
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11606.013671875,7807.3095703125,10059.7294921875,15000,0,9020.71484375,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,1,1,1,1,1,1,1,1,1,1,12824,12431.0947265625,15000,14484.33984375,9376.9365234375,10111.73828125,7393.5595703125,8073.54638671875,2359.494873046875,3029.62939453125
0,0,0,0,0,4394.69970703125,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,859.8863525390625,1573.731201171875,4968.90234375,6442.91650390625
0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,59,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438.6119689941406,743.51025390625,0,2405.60791015625,2027.5703125,2713.299072265625,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,36,1,1,1,1,1,1,1,1,0,0,0,0,1,0,2745.35302734375,3894.800048828125,2931.2197265625,290.7972106933594,0,0,0,0,769.26617431640625,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,487.006591796875,1971.289306640625,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,26,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1030.61962890625,291.9012145996094,349.0716247558594,0,0,89.97265625,1042.2864990234375
2551.008056640625,2554.38720703125,2605.35791015625,2262.521728515625,2932.341064453125,2858.8115234375,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,49,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1784.476318359375,3205.676513671875,2346.39990234375,483.5732727050781,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2433.2978515625,3483.28076171875,2561.71826171875,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,5387.375,5627.78173828125,4342.56982421875,5164.8056640625,4740.43017578125,6384.80517578125,4752.0556640625
1386.77734375,0,1461.631591796875,2649.031005859375,23.518665313720703,1841.7960205078125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,0,0,0,0,1,1,0,1,0,0,0,0,0,0,210.11764526367188,1892.800048828125,0,289.3717346191406,0,0,0,0,0,0
0,0,0,1037.395263671875,64.2578125,127.32198333740234,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2117.701171875,166.56362915039062,0,0
0,0,0,0,293.2225341796875,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,55,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,282.79998779296875,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468.275390625,1683.2864990234375,1665.905517578125,1638.57421875,1623.3553466796875,1593.7498779296875,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,42,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2980.45703125,4407.52734375
0,0,0,1003.3707885742188,4674.98779296875,4009.6875,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334.1572265625,1778.0111083984375,0,7342.0224609375,7137.49951171875,7313.67236328125,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,51,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,31,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1801.735107421875,3378.722412109375,3469.829833984375,3571.61669921875,4876.51806640625,3877.60791015625,4217.099609375
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,36,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.2340087890625,432.4396057128906,1711.8974609375,1264.7864990234375,1253.039306640625,1640.2498779296875,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,53,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,27,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1503.8778076171875,737.66168212890625,1112.665771484375,1431.2679443359375,0,0
560.72210693359375,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,33,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4476.05859375,0,0,5334.13330078125,1724.0865478515625,3310.362548828125,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,43,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.61637878417969,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689.8876953125,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,30,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3687.2978515625,2785.4072265625,3908.0712890625,3017.676513671875,3684.800048828125,3063.103515625,3763.25830078125,3429.479736328125,2927.838134765625,3236.935546875
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1852.3836669921875,5515.08154296875,3351.931640625,0,133.65625,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,46,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,3497.199951171875,4886.78466796875,5382.599609375,4822.8408203125,1966.436767578125,6341.2099609375,6307.3232421875,2310.797607421875
1520.56884765625,0,0,0,1859.9998779296875,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,41,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318.67919921875,3374.507568359375,2174.01318359375,3909.72802734375,0,3365.08740234375,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,43,0,0,0,0,1,1,1,0,1,1,0,1,0,0,3789.181884765625,2723.89013671875,1423.823486328125,0,1056.487060546875,3428.271240234375,0,161.4456329345703,0,0
1011.88232421875,0,0,0,0,3371.9755859375,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,30,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2410.800048828125,3616.163818359375,3756.130859375,4020.471923828125,1071.9407958984375,45.6944465637207,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,37,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,33,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,828.201904296875,4162.82763671875,4409.93798828125,5260.75732421875,4945.43017578125
0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511.141357421875,2630.604736328125,5143.13330078125,6349.51708984375,4868.93017578125,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,27,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4828.34130859375,3005.2353515625,2329.60009765625,1401.086181640625,2152.4697265625,2631.4248046875,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.5032958984375,1195.88037109375,1386.2359619140625,1077.9388427734375,1387.96875,1260.4876708984375,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,34,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,696.288818359375,1495.324951171875,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,26,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1033.79736328125,1328.544189453125,2510.63818359375,2734.394287109375,2200.703369140625,962.56341552734375
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,42,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,21.569055557250977,4661.560546875,610.241943359375,0,0
0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,38,1,1,0,0,1,0,0,0,1,1,1,1,0,1,930.32354736328125,0,0,0,329.28759765625,1740.9947509765625,1331.034912109375,2938.351318359375,0,413.8934631347656
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,30,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,519.2440185546875,3086.586181640625,3747.441162109375
1013.3795166015625,133.04833984375,1384.083984375,457.8169860839844,870.24359130859375,1444.2386474609375,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,16,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,402.62237548828125,0,0,0,0
1025.7525634765625,115.6640625,3371.89111328125,3568.72607421875,2115.046630859375,2287.578125,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,28,1,1,1,1,1,0,0,0,0,1,1,1,1,1,40.088233947753906,0,0,0,0,207.98851013183594,1080.4525146484375,1208.4193115234375,841.24432373046875,1362.5252685546875
622.058837890625,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,37,0,0,0,0,1,1,1,1,0,0,0,0,0,0,756,1228.07763671875,1052.001708984375,1101.459716796875,0,0,0,0,0,0
646.9273681640625,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,36,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1377.5999755859375,0,0,0,0,0,1682.2508544921875,3541.923583984375,4889.68310546875,6164.61083984375
1750.5703125,0,182.789794921875,0,0,5631.30908203125,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,26,1,1,1,1,1,0,1,0,0,1,0,0,1,0,2581.60009765625,0,1053.42724609375,0,0,86.96685028076172,0,0,832.318603515625,0
2003.436767578125,6173.24072265625,5169.1552734375,4516.341796875,6484.96240234375,7389.8955078125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1054.0078125,2524.951416015625,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,44,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1392.0294189453125,1199.800048828125,1196.8792724609375,1183.1455078125,1271.1363525390625,895.95050048828125,517.3790283203125,518.5325927734375,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,36,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1435.7855224609375,0,1295,3400.612060546875,3389.783203125,3346.07958984375,1192.661376953125,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2067.498291015625,1393.37646484375,871.49017333984375,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,36,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3084.375,2641.30859375,0,0,710.78399658203125,2947.102783203125
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,42,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2440.416015625,7012.81884765625,0,0,26.82065200805664
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,43,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,32,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1832.3358154296875,1996.11767578125,2080.39990234375,2415.0302734375,2252.2529296875,3666.739501953125,2402.7763671875,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,31,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1251.5999755859375,1447.8836669921875,216.6724395751953,0,0,0
1567.9598388671875,1466.4173583984375,1354.786376953125,983.6070556640625,912.38043212890625,1311.9774169921875,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1548.2353515625,1425.199951171875,1480.5,3863.04150390625,3771.708984375,3029.65087890625,2495.50634765625,3076.9248046875,2394.772216796875,2848.91650390625
0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,35,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1032.4434814453125,2613.60205078125,5749.97900390625,6535.7646484375,4988.2001953125,6036.8662109375,5059.0166015625,129.41433715820312,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,30,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,4706.91162109375,4265.7998046875,5159.060546875,4272.1533203125,6716.60400390625,5636.05224609375,6310.25537109375,5429.69189453125
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.5796813964844,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.399999618530273,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157.7314453125,2439.408203125,2518.90625,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,31,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,2788.15869140625,146.5294189453125,630,713.3060302734375,4052.6298828125,1688.1380615234375,3876.1494140625,877.03851318359375
864.43670654296875,0,0,2752.611572265625,270.3583068847656,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,33,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3113.603515625,2977.588134765625,6221.60009765625,6592.7626953125,4745.41162109375,0,0,0,0,0
0,0,2679.55078125,3156.65576171875,5790.68701171875,5530.27392578125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,55.464637756347656,1047.439697265625,2860.088134765625,5628,5600.09033203125,4725.455078125,3530.135498046875,4075.4111328125,2856.639892578125
0,0,0,0,1234.8590087890625,1833.162353515625,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,121.51310729980469,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2431.978271484375,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,247.25906372070312,417.14605712890625
0,0,801.29302978515625,810.934814453125,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,33,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,334.98699951171875,1801.735107421875,3758.337890625,4444.1533203125,4023.09765625,4048.76953125,8167.5986328125
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,44,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1478.21923828125,359.4842529296875,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,40,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989.244384765625,0,0,2570.9365234375,3364.912353515625,3083.99365234375,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,35,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4733.02880859375,3679.605224609375,3856.109619140625,3133.794189453125,3400.60009765625,3641.689697265625,3595.052001953125,2650.117919921875,3912.510986328125,3170.60498046875
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,48,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,24,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8540,0,0,0,0,0,0,0,0
